,/topic/x,/topic/y,/topic/z
1604580302.25,-0.442393280419,0.0111234929604,0.0501315805916
1604580302.26,-0.443013553234,0.01088714975,0.0499233859726
1604580302.27,-0.440346682204,0.0110443545523,0.0499722085865
1604580302.28,-0.442818258639,0.0108986618359,0.0499269612458
1604580302.29,-0.439453082051,0.0108150699111,0.0499974930306
1604580302.3,-0.439695391364,0.0108003472421,0.0499926789878
1604580302.31,-0.442411122749,0.0106353399066,0.0499387246147
1604580302.32,-0.441961931391,0.0110554194854,0.0501094708012
1604580302.33,-0.439588075377,0.0112005051334,0.0501548689843
1604580302.34,-0.43963730089,0.011197496562,0.050153927584
1604580302.35,-0.442632986582,0.0108500668458,0.0499089380797
1604580302.36,-0.439822407581,0.0110181714546,0.0499617381427
1604580302.37,-0.44253507132,0.0108559232927,0.0499107775341
1604580302.38,-0.440011652276,0.0112160305301,0.0500342014686
1604580302.4,-0.440349702922,0.011195783436,0.0500275475881
1604580302.41,-0.440247684015,0.0102900657159,0.0496561099332
1604580302.42,-0.440246593054,0.0102901305547,0.0496561285656
1604580302.43,-0.442865850035,0.0101344607866,0.0496113944734
1604580302.44,-0.442764096677,0.0107311594523,0.0498846921874
1604580302.45,-0.440095269446,0.0108912822204,0.0499369008852
1604580302.46,-0.442423861205,0.0107515727054,0.0498913480139
1604580302.47,-0.442223419406,0.0107047284706,0.049830892484
1604580302.48,-0.442076829193,0.0107136359703,0.0498336713033
1604580302.49,-0.439848958172,0.0108490117235,0.0498759036654
1604580302.5,-0.439719990101,0.0110708964723,0.0502976674276
1604580302.51,-0.442197659358,0.010919162786,0.050246026498
1604580302.52,-0.439432290801,0.0110885153192,0.0503036638128
1604580302.53,-0.442440672627,0.0106740213373,0.0498201197845
1604580302.54,-0.442439580936,0.0106740876263,0.0498201416286
1604580302.55,-0.442369416327,0.0105579245244,0.0495909394071
1604580302.56,-0.439848779613,0.0107100889603,0.0496347650951
1604580302.57,-0.439364669598,0.0107393134523,0.0496431821964
1604580302.58,-0.439444685313,0.0105470763345,0.0497621175227
1604580302.59,-0.439399281648,0.0105498484026,0.0497629526489
1604580302.6,-0.441900416397,0.0151979857108,0.0514461174801
1604580302.62,-0.440311730643,0.010829706311,0.0499393526509
1604580302.63,-0.442685841246,0.0106883735261,0.0498955013776
1604580302.64,-0.439828151713,0.0108584941681,0.0499482846492
1604580302.65,-0.442446873804,0.0103691799831,0.0500926522714
